date,time,t1,h1,t2,h2,t3,h3
2020-01-04,14:03:03, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:09, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:15, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:23, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:30, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:36, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:42, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:03:50, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:03:56, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:04, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:12, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:21, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:29, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:35, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:04:41, 70.88,29.5,72.14,29.8,71.78,3.8 
2020-01-04,14:04:47, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:04:52, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:01, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:06, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:12, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:20, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:26, 70.88,29.4,49.10,29.8,71.78,29.4 
2020-01-04,14:05:32, 70.88,80.6,72.14,29.8,71.96,29.4 
2020-01-04,14:05:37, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:44, 70.88,29.4,71.78,29.8,71.78,29.4 
2020-01-04,14:05:51, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:05:57, 70.88,29.5,72.14,29.8,71.78,29.4 
2020-01-04,14:06:03, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:15, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:23, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:31, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:36, 70.88,29.4,71.96,29.8,71.78,29.4 
2020-01-04,14:06:46, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:52, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:06:58, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:06, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:11, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:19, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:27, 70.88,29.4,72.32,29.9,71.78,29.4 
2020-01-04,14:07:33, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:39, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:44, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:50, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:07:56, 70.88,29.4,71.42,29.8,71.78,29.4 
2020-01-04,14:08:02, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:08, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:13, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:19, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:25, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:31, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:39, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:48, 70.88,29.4,72.14,29.8,71.78,29.4 
2020-01-04,14:08:54, 70.88,29.4,72.14,29.7,71.78,29.4 
2020-01-04,14:09:00, 70.88,29.4,72.14,29.7,71.78,29.4 
2020-01-04,14:09:08, 70.88,29.4,72.14,29.7,117.86,29.4 
2020-01-04,14:09:16, 70.88,29.4,72.14,29.7,71.78,29.4 
2020-01-04,14:09:24, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:09:32, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:09:38, 70.88,29.4,72.14,29.7,71.78,30.9 
2020-01-04,14:09:44, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:09:52, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:09:58, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:06, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:11, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:17, 70.88,29.4,72.14,29.7,68.90,29.3 
2020-01-04,14:10:23, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:31, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:37, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:43, 47.84,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:10:48, 70.88,29.3,72.14,26.5,71.78,29.3 
2020-01-04,14:10:54, 70.88,29.3,72.14,29.7,71.78,29.3 
2020-01-04,14:11:04, 70.88,29.3,72.14,29.7,71.78,29.3 
2020-01-04,14:11:12, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:11:18, 70.88,29.4,72.14,29.7,71.78,29.3 
2020-01-04,14:11:23, 70.88,29.3,72.14,29.7,71.78,29.3 
2020-01-04,14:11:33, 70.88,29.3,72.14,29.7,71.78,29.2 
2020-01-04,14:11:39, 70.88,29.3,72.14,29.7,71.78,29.2 
2020-01-04,14:11:47, 70.88,29.2,72.14,29.6,71.78,29.2 
2020-01-04,14:11:55, 70.88,29.2,72.14,29.6,71.78,29.2 
2020-01-04,14:12:01, 70.88,29.2,72.14,29.6,71.78,29.1 
2020-01-04,14:12:07, 70.88,29.1,72.14,29.7,71.78,29.1 
2020-01-04,14:12:13, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:19, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:25, 70.88,29.1,72.14,29.5,71.78,25.9 
2020-01-04,14:12:34, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:40, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:46, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:52, 70.88,29.1,72.14,29.5,71.78,29.1 
2020-01-04,14:12:58, 70.88,29.0,72.14,29.5,71.78,29.1 
2020-01-04,14:13:03, 70.88,29.0,72.14,29.4,71.78,29.1 
2020-01-04,14:13:11, 70.70,29.0,72.14,29.4,71.78,29.1 
2020-01-04,14:13:19, 70.88,29.0,72.14,29.4,71.78,29.1 
2020-01-04,14:13:25, 70.88,29.0,72.14,29.4,71.78,29.0 
2020-01-04,14:13:31, -6.88,29.0,72.14,29.4,71.78,29.0 
2020-01-04,14:13:36, 70.88,29.0,72.14,29.4,71.78,29.0 
2020-01-04,14:13:42, 70.88,29.0,72.14,29.4,71.78,29.0 
2020-01-04,14:13:48, 70.88,29.0,72.14,29.4,72.14,29.0 
2020-01-04,14:13:54, 70.88,29.0,-8.14,29.4,71.78,29.0 
2020-01-04,14:14:04, 70.88,28.9,72.14,29.4,71.78,29.0 
2020-01-04,14:14:10, 70.88,28.9,72.14,29.4,71.78,29.0 
2020-01-04,14:14:16, 70.88,28.9,72.14,29.4,71.78,29.0 
2020-01-04,14:14:21, 70.88,28.9,60.62,29.3,71.78,29.0 
2020-01-04,14:14:31, 70.52,28.9,72.14,29.3,71.78,29.0 
2020-01-04,14:14:37, 70.88,28.9,72.14,28.9,71.78,29.0 
2020-01-04,14:14:43, 70.88,28.9,72.14,29.3,71.78,29.0 
2020-01-04,14:14:51, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:14:57, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:02, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:08, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:16, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:22, 70.70,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:28, 70.88,28.9,72.14,29.4,71.78,29.0 
2020-01-04,14:15:33, 68.00,28.9,72.14,29.3,77.54,28.9 
2020-01-04,14:15:41, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:49, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:15:55, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:01, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:08, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:16, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:22, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:30, 70.88,28.9,72.14,29.3,77.54,28.9 
2020-01-04,14:16:36, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:42, 70.88,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:47, 76.64,28.9,72.14,29.3,71.78,28.9 
2020-01-04,14:16:55, 70.70,29.1,72.14,30.7,71.78,29.0 
2020-01-04,14:17:03, 70.88,35.8,72.14,31.3,71.78,31.2 
2020-01-04,14:17:09, 70.88,35.4,72.14,32.2,71.78,32.2 
2020-01-04,14:17:17, 70.88,33.1,72.14,32.3,70.34,32.2 
2020-01-04,14:17:23, 70.88,32.7,72.14,32.4,71.78,31.9 
2020-01-04,14:17:28, 70.88,31.9,72.14,31.8,71.78,31.6 
2020-01-04,14:18:48, 70.88,31.3,72.14,31.6,71.78,31.4 
2020-01-04,14:18:54, 71.06,29.6,72.14,30.2,71.96,29.9 
2020-01-04,14:19:02, 71.06,29.5,72.14,30.1,71.96,29.8 
2020-01-04,14:19:12, 70.88,29.5,71.96,30.0,71.96,29.8 
2020-01-04,14:19:31, 71.06,29.5,71.96,30.0,71.96,29.7 
2020-01-04,14:19:37, 70.88,29.4,71.96,30.0,71.96,29.7 
2020-01-04,14:19:47, 70.88,29.4,71.96,30.0,71.96,29.6 
2020-01-04,14:19:53, 70.88,29.4,71.96,30.0,71.96,29.6 
2020-01-04,14:19:59, 71.06,29.5,70.52,30.0,71.96,29.6 
2020-01-04,14:20:05, 70.88,35.8,71.96,30.0,71.96,80.7 
2020-01-04,14:20:11, 70.88,29.4,71.96,30.0,72.14,29.5 
2020-01-04,14:20:16, 70.88,29.4,71.96,30.0,72.14,29.5 
2020-01-04,14:20:22, 71.06,29.1,71.96,30.0,72.14,29.5 
2020-01-04,14:20:28, 70.88,29.4,71.96,30.0,72.14,29.5 
2020-01-04,14:20:36, 70.88,29.4,71.96,30.0,72.14,29.5 
2020-01-04,14:20:42, 70.88,29.4,71.96,30.0,72.14,29.4 
2020-01-04,14:20:52, 70.88,29.4,71.96,30.0,72.32,29.4 
2020-01-04,14:20:58, 70.88,29.4,71.96,30.0,60.62,29.4 
2020-01-04,14:21:04, 70.88,29.5,71.96,36.4,72.14,29.4 
2020-01-04,14:21:10, 70.88,29.5,71.96,30.0,72.32,29.4 
2020-01-04,14:21:16, 70.88,29.5,71.96,30.0,72.32,29.4 
2020-01-04,14:21:22, 70.88,29.5,71.96,30.0,72.32,29.4 
2020-01-04,14:21:28, 70.88,29.5,71.96,30.0,72.32,35.8 
2020-01-04,14:21:36, 70.88,29.5,71.96,30.0,72.50,29.4 
2020-01-04,14:21:44, 71.24,29.5,71.96,30.1,72.32,29.3 
2020-01-04,14:21:50, 71.06,29.6,71.78,30.0,72.50,29.4 
2020-01-04,14:21:56, 71.60,29.6,71.96,30.1,72.50,29.4 
2020-01-04,14:22:02, 71.60,29.6,71.96,30.1,72.50,29.4 
2020-01-04,14:22:07, 70.88,29.6,71.78,30.1,72.50,29.3 
2020-01-04,14:22:20, 70.88,29.6,71.96,30.1,72.50,29.3 
2020-01-04,14:26:16, 70.88,29.6,69.08,30.2,73.04,29.0 
2020-01-04,14:26:22, 70.88,29.6,60.26,30.5,73.04,29.0 
2020-01-04,14:26:34, 70.88,29.7,71.78,30.5,73.04,29.0 
2020-01-04,14:26:44, 70.88,29.7,77.54,30.5,73.22,29.0 
2020-01-04,14:26:50, 70.88,29.7,71.78,30.5,73.22,29.0 
2020-01-04,14:26:55, 70.88,29.7,71.78,30.4,73.04,29.0 
2020-01-04,14:27:01, 70.88,29.7,71.78,30.5,73.22,29.0 
2020-01-04,14:27:07, 70.88,29.7,71.78,30.5,73.22,29.0 
2020-01-04,14:27:13, 70.88,29.7,71.78,30.5,73.22,29.0 
2020-01-04,14:27:19, 70.88,29.7,71.78,30.5,119.30,29.0 
2020-01-04,14:27:29, 70.88,29.7,71.78,30.5,73.22,29.0 
2020-01-04,14:27:35, 70.88,29.7,71.78,30.4,73.22,28.9 
2020-01-04,14:27:43, 71.06,29.7,163.94,30.4,73.22,29.0 
2020-01-04,14:27:48, 70.88,29.7,71.78,30.4,73.22,28.9 
2020-01-04,14:27:54, 71.06,29.7,71.78,30.4,73.22,28.9 
2020-01-04,14:28:00, 71.06,29.4,71.78,30.4,73.22,28.9 
2020-01-04,14:28:06, 70.88,29.6,71.78,30.4,73.22,28.9 
2020-01-04,14:28:14, 70.88,29.6,68.90,30.4,73.22,28.9 
2020-01-04,14:28:20, 70.88,29.6,71.78,30.4,73.22,25.7 
2020-01-04,14:28:26, 71.06,29.7,71.78,30.4,73.22,28.9 
2020-01-04,14:28:32, 71.06,29.7,71.78,30.4,73.40,28.9 
2020-01-04,14:28:44, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:28:51, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:28:59, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:29:05, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:29:11, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:29:17, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:29:22, 71.06,29.6,71.78,30.4,73.40,28.9 
2020-01-04,14:29:28, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:29:36, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:29:42, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:29:50, 71.06,29.6,60.26,30.4,73.40,28.8 
2020-01-04,14:30:04, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:30:12, 71.06,29.6,117.86,30.4,73.40,28.8 
2020-01-04,14:30:24, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:30:29, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:30:37, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:30:43, 71.06,29.6,71.78,30.5,73.40,28.8 
2020-01-04,14:30:49, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:30:54, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:31:00, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:31:06, 71.06,29.6,71.78,28.9,73.58,28.8 
2020-01-04,14:31:14, 71.06,29.6,71.78,30.5,73.58,29.0 
2020-01-04,14:31:20, 71.06,29.6,71.78,30.5,73.58,29.0 
2020-01-04,14:31:26, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:31:36, 71.06,29.6,71.78,30.5,67.82,28.8 
2020-01-04,14:31:44, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:31:54, 71.06,29.7,71.78,30.5,73.58,28.8 
2020-01-04,14:31:59, 71.06,29.7,71.78,30.5,73.58,28.8 
2020-01-04,14:32:05, 71.06,29.7,71.78,30.5,73.58,28.8 
2020-01-04,14:32:11, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:32:17, 71.06,29.6,71.78,30.9,73.58,28.8 
2020-01-04,14:32:23, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:32:29, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:32:37, 71.06,29.6,48.74,30.5,73.58,28.8 
2020-01-04,14:32:49, 71.06,29.6,71.78,30.5,73.58,28.8 
2020-01-04,14:32:58, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:04, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:10, 71.06,29.8,71.78,30.5,73.76,41.6 
2020-01-04,14:33:16, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:24, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:32, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:37, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:33:43, 71.06,29.7,71.78,30.5,73.76,28.8 
2020-01-04,14:33:49, 71.24,29.7,71.78,30.5,73.76,28.8 
2020-01-04,14:33:55, 71.06,29.7,71.78,30.5,73.76,28.8 
2020-01-04,14:34:01, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:34:07, 71.06,29.7,71.06,30.6,73.76,28.8 
2020-01-04,14:34:13, 71.06,36.0,71.78,30.5,73.76,28.8 
2020-01-04,14:34:19, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:34:27, 71.06,26.4,71.78,30.5,73.76,28.8 
2020-01-04,14:34:32, 71.06,29.7,71.78,4.9,73.76,28.8 
2020-01-04,14:34:40, 71.06,29.6,71.78,30.5,73.76,28.8 
2020-01-04,14:34:48, 71.06,29.7,71.78,30.5,73.76,28.7 
2020-01-04,14:34:54, 71.06,29.7,71.78,30.5,73.76,28.7 
2020-01-04,14:35:00, 71.06,29.6,71.78,30.5,73.76,41.5 
2020-01-04,14:35:06, 71.06,29.7,71.78,30.5,73.76,28.7 
2020-01-04,14:35:12, 71.24,29.7,71.78,30.5,73.76,28.7 
2020-01-04,14:35:18, 71.06,29.6,70.34,30.5,73.76,28.7 
2020-01-04,14:35:24, 71.24,29.7,71.78,30.6,72.32,28.7 
2020-01-04,14:35:34, 71.24,29.7,163.94,30.6,73.76,28.7 
2020-01-04,14:35:43, 71.24,29.7,71.78,30.5,73.76,28.7 
2020-01-04,14:35:53, 71.24,29.7,71.96,30.6,73.94,28.8 
2020-01-04,14:35:59, 71.24,29.7,71.78,30.6,73.94,28.8 
2020-01-04,14:36:05, 71.24,29.7,60.26,30.6,73.94,28.8 
2020-01-04,14:36:13, 71.24,29.8,71.78,30.6,73.94,28.8 
2020-01-04,14:36:19, 69.80,29.8,71.96,30.6,73.94,28.8 
2020-01-04,14:36:24, 71.24,29.8,71.96,30.6,73.76,28.7 
2020-01-04,14:36:30, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:36:38, 71.24,29.8,71.78,30.6,73.94,28.8 
2020-01-04,14:36:44, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:36:54, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:00, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:05, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:11, 71.42,29.8,71.96,30.7,72.50,28.8 
2020-01-04,14:37:21, 71.24,29.8,71.78,30.7,73.94,28.8 
2020-01-04,14:37:27, 71.24,29.8,71.78,30.7,62.42,28.8 
2020-01-04,14:37:33, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:39, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:47, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:37:54, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:02, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:12, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:18, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:24, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:30, 71.24,29.8,71.96,31.5,73.94,28.8 
2020-01-04,14:38:35, 71.24,29.8,71.96,30.7,73.94,28.8 
2020-01-04,14:38:41, 71.24,29.8,71.96,30.7,74.12,28.8 
2020-01-04,14:38:51, 71.24,29.8,71.96,30.7,74.12,28.8 
2020-01-04,14:38:57, 71.24,29.8,71.96,30.7,74.12,28.8 
2020-01-04,14:39:11, 71.24,29.7,71.96,30.7,74.30,28.7 
2020-01-04,14:39:17, 71.24,29.7,71.96,30.6,74.12,28.7 
2020-01-04,14:39:23, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:39:30, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:39:36, 71.24,29.8,48.92,30.7,74.12,28.7 
2020-01-04,14:39:44, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:39:50, 71.24,29.8,71.96,43.5,74.12,28.7 
2020-01-04,14:39:56, 71.42,29.9,71.96,30.7,74.12,28.7 
2020-01-04,14:40:02, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:07, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:13, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:19, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:27, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:33, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:42, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:52, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:40:58, 71.24,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:41:06, 71.42,29.8,71.96,30.7,68.36,28.7 
2020-01-04,14:41:12, 71.42,29.8,71.96,27.5,74.12,28.7 
2020-01-04,14:41:18, 71.42,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:41:24, 71.42,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:41:30, 71.42,29.8,71.96,30.7,62.78,28.7 
2020-01-04,14:41:36, 71.42,29.8,71.96,30.7,74.12,28.7 
2020-01-04,14:41:42, 71.42,29.7,71.96,30.6,74.12,28.7 
2020-01-04,14:41:48, 71.42,29.7,72.14,30.7,74.12,28.7 
2020-01-04,14:41:54, 71.42,29.7,71.96,30.6,74.30,28.7 
2020-01-04,14:42:01, 71.42,29.7,71.96,30.6,74.30,28.7 
2020-01-04,14:42:09, 71.42,29.7,71.96,30.6,74.12,28.6 
2020-01-04,14:42:15, 71.42,29.7,72.14,30.7,74.30,28.7 
2020-01-04,14:42:21, 71.42,29.7,72.14,30.6,74.30,28.6 
2020-01-04,14:42:27, 71.42,29.7,72.14,30.6,74.12,28.6 
2020-01-04,14:42:39, 69.98,29.7,72.14,30.6,74.30,28.6 
2020-01-04,14:42:45, 71.42,29.7,72.14,30.6,74.30,28.6 
2020-01-04,14:42:57, 71.42,29.7,72.14,30.6,74.30,28.6 
2020-01-04,14:43:05, 71.42,29.7,69.26,30.6,74.30,28.6 
2020-01-04,14:43:11, 71.42,29.6,71.96,30.6,74.30,28.6 
2020-01-04,14:43:17, 71.42,29.6,72.14,30.6,68.54,28.6 
2020-01-04,14:43:28, 71.42,29.6,72.14,30.6,74.30,28.6 
2020-01-04,14:43:34, 71.42,29.6,71.96,30.5,74.30,28.6 
2020-01-04,14:43:40, 71.42,29.6,72.14,30.6,74.30,28.6 
2020-01-04,14:43:46, 71.42,29.6,72.14,30.6,74.30,28.6 
2020-01-04,14:43:52, 71.42,29.6,72.14,30.6,74.30,28.6 
2020-01-04,14:43:59, 71.42,29.6,72.14,30.5,74.48,28.6 
2020-01-04,14:44:05, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:11, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:17, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:23, 71.42,26.4,72.14,30.5,74.30,28.5 
2020-01-04,14:44:28, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:34, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:44, 71.42,29.6,72.14,30.5,74.30,28.5 
2020-01-04,14:44:50, 71.42,29.5,49.10,30.5,74.48,28.5 
2020-01-04,14:44:56, 71.42,29.5,72.14,30.5,74.48,28.5 
2020-01-04,14:45:04, 71.42,29.5,72.14,30.5,74.48,28.5 
2020-01-04,14:45:12, 71.42,29.5,69.26,30.5,74.48,28.5 
2020-01-04,14:45:24, 71.42,29.5,72.14,30.5,74.48,28.5 
2020-01-04,14:45:29, 71.42,29.5,72.14,30.5,74.48,28.5 
2020-01-04,14:45:35, 71.42,29.4,72.14,30.4,74.48,28.5 
2020-01-04,14:45:43, 71.42,29.4,72.14,30.4,74.48,28.4 
2020-01-04,14:45:49, 71.42,29.4,72.14,30.4,74.48,28.4 
2020-01-04,14:45:54, 71.42,29.3,72.14,30.3,74.48,28.4 
2020-01-04,14:46:02, 71.42,29.3,72.14,30.3,74.48,28.4 
2020-01-04,14:46:10, 71.42,29.3,72.14,30.3,74.48,28.4 
2020-01-04,14:46:16, 71.60,29.3,72.14,30.3,74.48,28.4 
2020-01-04,14:46:22, 71.42,29.3,72.14,30.2,74.48,28.3 
2020-01-04,14:46:28, 71.60,29.3,72.14,30.2,74.48,28.3 
2020-01-04,14:46:33, 71.42,29.3,72.14,30.2,74.48,28.3 
2020-01-04,14:46:39, 71.60,29.3,72.14,30.2,74.48,28.3 
2020-01-04,14:46:45, 71.42,29.2,72.14,30.2,74.48,28.3 
2020-01-04,14:46:57, 71.60,29.2,72.14,30.2,74.48,28.2 
2020-01-04,14:47:03, 71.60,29.2,72.14,30.2,74.48,28.2 
2020-01-04,14:47:12, 71.60,29.2,72.14,30.1,74.48,28.2 
2020-01-04,14:47:20, 71.60,29.2,72.14,30.1,74.48,28.2 
2020-01-04,14:47:26, 71.42,29.1,72.14,30.1,74.48,28.2 
2020-01-04,14:47:34, 71.60,29.2,72.14,30.1,74.48,28.2 
2020-01-04,14:47:40, 71.60,29.2,72.14,30.1,74.48,28.2 
2020-01-04,14:47:45, 71.60,29.1,72.14,30.0,74.48,28.2 
2020-01-04,14:47:51, 71.60,29.1,72.32,30.1,74.48,28.2 
2020-01-04,14:47:57, 71.60,29.1,72.14,30.0,74.66,28.2 
2020-01-04,14:48:05, 71.60,29.1,72.32,30.1,74.66,28.2 
2020-01-04,14:48:11, 71.60,29.1,72.32,30.1,74.48,28.1 
2020-01-04,14:48:16, 71.60,29.1,49.10,30.0,74.66,28.2 
2020-01-04,14:48:26, 71.60,29.1,72.14,30.0,74.66,28.2 
2020-01-04,14:48:32, 71.60,29.1,164.48,30.1,74.66,28.2 
2020-01-04,14:48:40, 71.60,29.1,72.32,30.1,74.66,28.2 
2020-01-04,14:48:48, 71.60,29.1,72.32,30.1,74.66,28.2 
2020-01-04,14:48:54, 71.60,29.1,72.32,30.1,74.66,28.1 
2020-01-04,14:49:01, 71.60,29.1,72.32,30.1,74.66,28.1 
2020-01-04,14:49:09, 71.60,29.1,72.14,30.0,74.66,28.1 
